date,generation_biomass,generation_fossil_hard_coal,generation_fossil_oil,generation_nuclear,generation_other_renewable,generation_solar,generation_waste,price_actual
2017-09-12 04:00:00+02:00,383,5249,315,6932,101,34,341,47.85
2017-09-12 05:00:00+02:00,384,5353,318,6954,101,34,340,49.03
2017-09-12 06:00:00+02:00,385,5365,310,6978,98,34,339,54.35
2017-09-12 07:00:00+02:00,388,5361,306,7006,98,34,340,54.3
2017-09-12 08:00:00+02:00,391,5204,315,7015,101,65,343,56.71
2017-09-12 09:00:00+02:00,391,5404,314,7031,102,361,342,59.02
2017-09-12 10:00:00+02:00,388,5572,306,7053,103,858,343,58.26
2017-09-12 11:00:00+02:00,386,5636,307,7057,102,1323,343,58.61
2017-09-12 12:00:00+02:00,392,5616,311,7071,102,1525,345,59.95
2017-09-12 13:00:00+02:00,387,5533,313,7082,103,1390,347,60.54
2017-09-12 14:00:00+02:00,386,5525,302,7078,104,1037,348,59.82
2017-09-12 15:00:00+02:00,389,5520,299,7075,102,743,348,58.01
2017-09-12 16:00:00+02:00,388,5605,299,7072,102,390,350,57.26
2017-09-12 17:00:00+02:00,369,5556,299,7076,104,147,348,57.8
2017-09-12 18:00:00+02:00,372,5574,297,7074,104,94,344,57.72
2017-09-12 19:00:00+02:00,367,5433,297,7077,105,85,344,58.67
2017-09-12 20:00:00+02:00,375,5416,297,7079,105,84,341,60.36
2017-09-12 21:00:00+02:00,378,5509,294,7077,101,49,342,61.88
2017-09-12 22:00:00+02:00,376,5368,275,7075,101,45,341,61.2
2017-09-12 23:00:00+02:00,371,5151,271,7074,100,44,341,59.19
2017-09-13 00:00:00+02:00,372,3267,326,6839,92,607,324,56.67
2017-09-13 01:00:00+02:00,376,3187,325,6840,93,630,320,54.64
2017-09-13 02:00:00+02:00,371,3095,324,6840,93,524,314,53.88
2017-09-13 03:00:00+02:00,364,2882,318,6842,95,477,302,53.91
2017-09-13 04:00:00+02:00,356,2842,316,6841,96,452,301,52.33
2017-09-13 05:00:00+02:00,354,2870,325,6841,96,323,298,52.66
2017-09-13 06:00:00+02:00,367,3209,325,6842,96,183,286,55.19
2017-09-13 07:00:00+02:00,375,3433,329,6842,98,133,284,55.84
2017-09-13 08:00:00+02:00,370,3553,336,6839,98,387,288,58.38
2017-09-13 09:00:00+02:00,378,3558,335,6836,96,1670,281,60.18
2017-09-13 10:00:00+02:00,379,3418,341,6832,92,3988,281,59.64
2017-09-13 11:00:00+02:00,373,3434,339,6826,93,4947,279,59.58
2017-09-13 12:00:00+02:00,371,3379,339,6818,96,5270,278,59.78
2017-09-13 13:00:00+02:00,372,3343,336,6810,100,5405,276,59.93
2017-09-13 14:00:00+02:00,373,3269,335,6804,99,5414,274,58.56
2017-09-13 15:00:00+02:00,380,3244,333,6799,99,5300,277,56.67
2017-09-13 16:00:00+02:00,363,3350,338,6796,103,5026,279,54.5
2017-09-13 17:00:00+02:00,370,3336,342,6798,103,4586,283,54.33
2017-09-13 18:00:00+02:00,367,3262,343,6802,103,3842,286,54.03
2017-09-13 19:00:00+02:00,369,3228,344,6805,105,2393,278,54.63
2017-09-13 20:00:00+02:00,376,3154,344,6811,104,1064,266,59.62
2017-09-13 21:00:00+02:00,369,3171,344,6812,103,714,270,60.9
2017-09-13 22:00:00+02:00,345,3112,341,6812,104,673,271,57.17
2017-09-13 23:00:00+02:00,336,2739,344,6813,103,667,277,52.67
2017-09-14 00:00:00+02:00,326,2637,328,6817,102,667,278,51.76
2017-09-14 01:00:00+02:00,331,2723,328,6818,101,634,279,49.55
2017-09-14 02:00:00+02:00,331,2874,329,6821,102,578,278,48.79
2017-09-14 03:00:00+02:00,332,3009,325,6822,103,503,299,49
2017-09-14 04:00:00+02:00,332,3011,318,6821,101,446,318,48.57
2017-09-14 05:00:00+02:00,332,2968,329,6823,102,255,327,49.91
2017-09-14 06:00:00+02:00,327,2963,332,6822,98,128,331,53.64
2017-09-14 07:00:00+02:00,327,3108,336,6820,98,90,334,55.32
2017-09-14 08:00:00+02:00,332,3253,333,6821,97,361,328,57.24
2017-09-14 09:00:00+02:00,324,3317,323,6819,95,1541,327,57.94
2017-09-14 10:00:00+02:00,316,3295,334,6801,99,3621,325,57.68
2017-09-14 11:00:00+02:00,318,3311,328,6811,101,4498,323,57.75
2017-09-14 12:00:00+02:00,316,3306,319,6812,101,4849,319,57.73
2017-09-14 13:00:00+02:00,316,3334,329,6813,102,4800,317,58.01
2017-09-14 14:00:00+02:00,319,3228,336,6811,101,4613,316,56.24
2017-09-14 15:00:00+02:00,317,3195,343,6807,98,4416,314,54.09
2017-09-14 16:00:00+02:00,315,3183,343,6805,96,4008,306,53.55
2017-09-14 17:00:00+02:00,308,3235,334,6804,100,3258,290,54.6
2017-09-14 18:00:00+02:00,314,3175,334,6805,102,2449,304,54.16
2017-09-14 19:00:00+02:00,313,3199,337,6808,101,1453,304,55.91
2017-09-14 20:00:00+02:00,322,3270,333,6810,101,779,313,58
2017-09-14 21:00:00+02:00,323,3254,336,6818,100,586,315,59
2017-09-14 22:00:00+02:00,324,3059,341,6823,103,368,322,55.67
2017-09-14 23:00:00+02:00,320,2455,344,6826,102,241,329,51.27
2017-09-15 00:00:00+02:00,316,2215,328,6830,97,184,332,45.82
2017-09-15 01:00:00+02:00,314,2093,326,6831,100,164,327,44.01
2017-09-15 02:00:00+02:00,310,1855,321,6833,99,157,330,43.58
2017-09-15 03:00:00+02:00,309,1820,307,6831,99,134,332,43.94
2017-09-15 04:00:00+02:00,311,1827,311,6831,100,91,335,44.15
2017-09-15 05:00:00+02:00,315,1796,317,6833,101,93,333,45.28
2017-09-15 06:00:00+02:00,322,2116,321,6834,98,74,324,50.39
2017-09-15 07:00:00+02:00,319,2781,331,6835,102,58,315,55.32
2017-09-15 08:00:00+02:00,324,2872,325,6835,101,212,307,57.3
2017-09-15 09:00:00+02:00,329,2660,335,6836,101,1091,299,58.79
2017-09-15 10:00:00+02:00,325,2652,340,6836,100,3051,309,58.47
2017-09-15 11:00:00+02:00,329,2698,339,6835,100,4342,311,59.24
2017-09-15 12:00:00+02:00,326,2687,335,6834,103,4704,304,59.94
2017-09-15 13:00:00+02:00,325,2717,334,6834,103,4810,306,60.64
2017-09-15 14:00:00+02:00,325,2776,335,6835,100,4800,311,59.84
2017-09-15 15:00:00+02:00,330,2527,335,6832,101,4632,309,56.02
2017-09-15 16:00:00+02:00,346,2509,339,6833,100,4306,311,53.22
2017-09-15 17:00:00+02:00,351,2571,334,6833,101,3840,316,53.21
2017-09-15 18:00:00+02:00,351,2624,342,6834,101,3302,304,53.27
2017-09-15 19:00:00+02:00,351,2604,339,6836,100,2036,315,55.76
2017-09-15 20:00:00+02:00,357,2861,342,6839,102,946,323,57.7
2017-09-15 21:00:00+02:00,358,2888,353,6840,99,668,330,59.13
2017-09-15 22:00:00+02:00,349,2657,343,6842,96,646,333,55.25
2017-09-15 23:00:00+02:00,348,2299,338,6843,96,642,320,51.75
2017-09-16 00:00:00+02:00,355,2043,321,6846,99,596,315,54.68
2017-09-16 01:00:00+02:00,354,2030,323,6846,100,504,313,53.77
2017-09-16 02:00:00+02:00,355,2012,317,6843,97,439,314,53.08
2017-09-16 03:00:00+02:00,353,2132,312,6844,96,307,322,53.36
2017-09-16 04:00:00+02:00,351,2010,322,6844,97,109,328,52.48
2017-09-16 05:00:00+02:00,353,2027,314,6843,95,106,325,53.49
2017-09-16 06:00:00+02:00,353,2060,312,6845,96,92,324,53.37
2017-09-16 07:00:00+02:00,352,2353,304,6843,96,76,323,53.2
2017-09-16 08:00:00+02:00,357,2402,304,6845,97,288,322,53.83
2017-09-16 09:00:00+02:00,361,2767,304,6846,95,1286,324,56.16
2017-09-16 10:00:00+02:00,362,2858,298,6844,94,3320,319,56.25
2017-09-16 11:00:00+02:00,357,2739,300,6843,97,4571,317,56.98
2017-09-16 12:00:00+02:00,360,2675,299,6842,94,4910,310,57.44
2017-09-16 13:00:00+02:00,338,2655,300,6837,97,5122,310,57.59
2017-09-16 14:00:00+02:00,335,2584,297,6831,98,5116,302,57.05
2017-09-16 15:00:00+02:00,334,2258,298,6826,99,4830,309,53.95
2017-09-16 16:00:00+02:00,336,2066,297,6824,96,4513,309,50.51
2017-09-16 17:00:00+02:00,336,2170,296,6822,95,4080,315,49.62
2017-09-16 18:00:00+02:00,336,2327,298,6820,95,3466,316,51.62
2017-09-16 19:00:00+02:00,343,2708,297,6829,95,2118,317,54.88
2017-09-16 20:00:00+02:00,379,2924,296,6828,92,949,317,58.48
2017-09-16 21:00:00+02:00,379,3105,298,6829,97,688,312,61.7
2017-09-16 22:00:00+02:00,380,3071,278,6833,97,655,311,59.02
2017-09-16 23:00:00+02:00,381,2964,269,6837,94,646,317,58.17
2017-09-17 00:00:00+02:00,386,2651,267,6840,93,624,323,56.85
2017-09-17 01:00:00+02:00,393,2619,267,6843,89,510,320,55.55
2017-09-17 02:00:00+02:00,396,2652,268,6847,88,418,317,54.55
2017-09-17 03:00:00+02:00,397,2581,269,6849,89,270,326,55.59
2017-09-17 04:00:00+02:00,395,2533,264,6851,87,127,313,55.76
2017-09-17 05:00:00+02:00,399,2637,269,6852,89,106,308,55.77
2017-09-17 06:00:00+02:00,396,2620,269,6852,81,82,306,55.82
2017-09-17 07:00:00+02:00,393,2592,271,6852,82,78,329,53.74
2017-09-17 08:00:00+02:00,398,2388,263,6852,87,330,323,54.1
2017-09-17 09:00:00+02:00,397,2384,256,6853,94,1528,329,57.07
2017-09-17 10:00:00+02:00,395,2332,265,6852,96,3705,328,56.36
2017-09-17 11:00:00+02:00,394,2340,269,6851,95,4823,320,54.82
2017-09-17 12:00:00+02:00,395,2669,266,6848,94,5171,305,54.77
2017-09-17 13:00:00+02:00,400,2604,262,6848,93,5200,317,57.28
2017-09-17 14:00:00+02:00,396,2562,263,6847,93,5055,321,55.38
2017-09-17 15:00:00+02:00,396,2148,267,6844,91,4862,320,52.77
2017-09-17 16:00:00+02:00,397,2080,268,6842,93,4549,325,49.69
2017-09-17 17:00:00+02:00,397,2205,257,6840,91,4102,331,48.82
2017-09-17 18:00:00+02:00,397,2349,267,6838,89,3304,330,49.69
2017-09-17 19:00:00+02:00,402,2633,268,6838,89,1903,330,53.58
2017-09-17 20:00:00+02:00,401,2901,266,6837,90,1022,325,57.72
2017-09-17 21:00:00+02:00,403,2906,273,6837,89,851,328,61.36
2017-09-17 22:00:00+02:00,403,2844,282,6839,89,834,332,59.42
2017-09-17 23:00:00+02:00,403,2651,283,6840,89,788,333,57.01
2017-09-18 00:00:00+02:00,406,2490,277,6841,86,740,332,50.03
2017-09-18 01:00:00+02:00,400,2214,277,6842,86,604,330,48.21
2017-09-18 02:00:00+02:00,390,2025,276,6845,88,478,329,46.25
2017-09-18 03:00:00+02:00,392,1941,276,6844,88,384,328,46.08
2017-09-18 04:00:00+02:00,390,1923,268,6845,89,346,329,45.37
2017-09-18 05:00:00+02:00,389,2055,273,6846,87,297,333,46.39
2017-09-18 06:00:00+02:00,397,2555,275,6846,87,291,326,49.5
2017-09-18 07:00:00+02:00,399,3229,296,6841,89,269,328,56.14
2017-09-18 08:00:00+02:00,403,3527,328,6837,93,441,330,59.44
2017-09-18 09:00:00+02:00,408,3606,334,6830,89,1449,331,59.87
2017-09-18 10:00:00+02:00,385,3506,334,6818,87,3461,328,59.17
2017-09-18 11:00:00+02:00,385,3509,322,6816,87,4667,328,59.62
2017-09-18 12:00:00+02:00,386,3434,317,6815,91,4946,322,58.86
2017-09-18 13:00:00+02:00,379,3315,333,6814,93,5099,323,58.84
2017-09-18 14:00:00+02:00,384,3196,340,6811,93,5004,319,58.05
2017-09-18 15:00:00+02:00,377,2987,341,6808,92,4791,317,53.48
2017-09-18 16:00:00+02:00,391,2997,335,6803,90,4735,303,50.68
2017-09-18 17:00:00+02:00,403,3008,331,6800,92,4305,316,52.68
2017-09-18 18:00:00+02:00,405,3087,329,6812,93,3474,311,56.69
2017-09-18 19:00:00+02:00,404,3204,338,6815,94,2006,310,60.04
2017-09-18 20:00:00+02:00,397,3417,340,6820,96,944,308,61.51
2017-09-18 21:00:00+02:00,400,3447,350,6821,96,646,309,63.3
2017-09-18 22:00:00+02:00,400,3383,352,6823,94,609,309,58.97
2017-09-18 23:00:00+02:00,399,3234,351,6823,94,540,309,57.86
2017-09-19 00:00:00+02:00,402,3484,340,6825,94,456,313,57.62
2017-09-19 01:00:00+02:00,403,3544,333,6829,92,348,295,57.33
2017-09-19 02:00:00+02:00,402,3659,331,6828,92,230,298,55.57
2017-09-19 03:00:00+02:00,402,3590,330,6831,93,196,305,55.86
2017-09-19 04:00:00+02:00,394,3576,327,6831,93,154,308,55.83
2017-09-19 05:00:00+02:00,377,3718,333,6831,90,124,297,55.39
2017-09-19 06:00:00+02:00,377,3799,334,6832,92,109,307,56.99
2017-09-19 07:00:00+02:00,374,4015,339,6825,89,73,306,56.5
2017-09-19 08:00:00+02:00,373,4091,336,6820,88,226,309,59.88
2017-09-19 09:00:00+02:00,375,4163,332,6818,89,1244,304,60.48
2017-09-19 10:00:00+02:00,381,4182,343,6817,86,3212,304,59.36
2017-09-19 11:00:00+02:00,389,4159,342,6815,87,4552,301,59.03
2017-09-19 12:00:00+02:00,404,4092,336,6813,90,4988,303,58.98
2017-09-19 13:00:00+02:00,401,3976,329,6810,93,5146,305,59.74
2017-09-19 14:00:00+02:00,396,3801,330,6810,93,5214,314,58.06
2017-09-19 15:00:00+02:00,395,3617,329,6809,94,5143,315,55.81
2017-09-19 16:00:00+02:00,397,3574,324,6807,96,4875,318,55.21
2017-09-19 17:00:00+02:00,378,3682,335,6814,95,4362,317,55.8
2017-09-19 18:00:00+02:00,376,3790,336,6819,92,3463,306,57.41
2017-09-19 19:00:00+02:00,394,4025,338,6819,96,1844,315,58.5
2017-09-19 20:00:00+02:00,395,4023,336,6819,94,850,314,61.53
2017-09-19 21:00:00+02:00,376,3727,334,6822,90,640,303,62.27
2017-09-19 22:00:00+02:00,381,3473,334,6824,89,573,304,59.05
2017-09-19 23:00:00+02:00,393,3410,335,6824,93,494,314,58.54
2017-09-20 00:00:00+02:00,395,3272,317,6827,95,337,324,59.52
2017-09-20 01:00:00+02:00,396,2901,316,6827,94,212,329,59.29
2017-09-20 02:00:00+02:00,385,2759,319,6830,93,153,327,58.55
2017-09-20 03:00:00+02:00,387,2744,329,6829,91,99,329,57.78
2017-09-20 04:00:00+02:00,386,2754,326,6830,91,98,328,58.06
2017-09-20 05:00:00+02:00,386,2814,331,6831,92,95,326,57.82
2017-09-20 06:00:00+02:00,384,2862,334,6831,92,88,323,58.35
2017-09-20 07:00:00+02:00,384,2959,341,6832,93,73,322,58.38
2017-09-20 08:00:00+02:00,381,3088,343,6833,96,226,317,61.63
2017-09-20 09:00:00+02:00,382,3177,338,6832,90,1284,319,61.72
2017-09-20 10:00:00+02:00,385,3223,340,6830,93,3087,317,61.71
2017-09-20 11:00:00+02:00,378,3230,342,6829,90,4497,310,60.93
2017-09-20 12:00:00+02:00,382,3223,342,6828,93,5015,310,61.73
2017-09-20 13:00:00+02:00,392,3225,340,6824,94,5161,299,62.03
2017-09-20 14:00:00+02:00,395,3224,340,6821,94,5184,298,59.9
2017-09-20 15:00:00+02:00,390,3252,349,6819,93,5087,304,58.36
2017-09-20 16:00:00+02:00,392,3245,349,6817,94,4793,310,57.88
2017-09-20 17:00:00+02:00,390,3222,349,6815,96,4202,311,58.34
2017-09-20 18:00:00+02:00,390,3205,342,6814,100,3226,304,58.17
2017-09-20 19:00:00+02:00,384,3254,350,6813,99,1689,289,61.59
2017-09-20 20:00:00+02:00,383,3306,348,6814,99,835,296,64.27
2017-09-20 21:00:00+02:00,388,3277,351,6813,99,628,305,65.41
2017-09-20 22:00:00+02:00,381,3253,347,6805,96,551,307,59.42
2017-09-20 23:00:00+02:00,369,3242,345,6805,97,452,300,57.57
2017-09-21 00:00:00+02:00,385,3281,333,6812,95,306,299,60.17
2017-09-21 01:00:00+02:00,386,3272,328,6815,95,200,301,58.63
2017-09-21 02:00:00+02:00,386,3317,331,6821,91,96,301,57.26
2017-09-21 03:00:00+02:00,386,3439,333,6824,92,88,302,55.98
2017-09-21 04:00:00+02:00,386,3530,328,6827,97,86,298,55.16
2017-09-21 05:00:00+02:00,387,3616,332,6828,95,83,299,52.93
2017-09-21 06:00:00+02:00,380,3656,334,6828,93,60,300,52.65
2017-09-21 07:00:00+02:00,383,3926,335,6831,93,61,301,55.22
2017-09-21 08:00:00+02:00,381,4087,339,6830,95,238,299,60
2017-09-21 09:00:00+02:00,387,4204,339,6830,96,1188,297,61.63
2017-09-21 10:00:00+02:00,381,4169,342,6829,94,2851,297,61.55
2017-09-21 11:00:00+02:00,377,4072,331,6827,93,4365,291,60.22
2017-09-21 12:00:00+02:00,364,3978,351,6811,93,4798,290,61.55
2017-09-21 13:00:00+02:00,380,4092,350,6798,94,4915,292,62.01
2017-09-21 14:00:00+02:00,372,4074,353,6788,94,4832,293,60.51
2017-09-21 15:00:00+02:00,379,4084,353,6788,96,4391,299,58.53
2017-09-21 16:00:00+02:00,381,4283,350,6784,99,3820,305,57.79
2017-09-21 17:00:00+02:00,383,3913,353,6781,98,3261,316,57.63
2017-09-21 18:00:00+02:00,392,3896,353,6782,97,2427,315,56.11
2017-09-21 19:00:00+02:00,382,4113,356,6780,98,1065,319,58.9
2017-09-21 20:00:00+02:00,371,4184,356,6784,98,456,322,59.46
2017-09-21 21:00:00+02:00,381,4300,357,6787,99,277,324,60.56
2017-09-21 22:00:00+02:00,375,4323,357,6788,96,242,320,54.93
2017-09-21 23:00:00+02:00,374,4208,357,6788,94,242,308,52.07
2017-09-22 00:00:00+02:00,373,4036,346,6787,94,218,311,51.43
2017-09-22 01:00:00+02:00,373,3651,336,6785,93,161,318,49.31
2017-09-22 02:00:00+02:00,372,3294,335,6784,94,111,318,47.55
2017-09-22 03:00:00+02:00,370,3454,339,6786,94,79,305,48.26
2017-09-22 04:00:00+02:00,370,3637,329,6790,93,72,306,48.19
2017-09-22 05:00:00+02:00,371,3922,338,6795,95,72,309,50.67
2017-09-22 06:00:00+02:00,372,4141,340,6794,94,71,308,53.68
2017-09-22 07:00:00+02:00,361,4269,345,6798,93,74,308,57.09
2017-09-22 08:00:00+02:00,368,4242,337,6800,95,179,306,59.04
2017-09-22 09:00:00+02:00,369,4352,342,6798,98,902,292,60.42
2017-09-22 10:00:00+02:00,361,4385,343,6794,97,2145,285,60.32
2017-09-22 11:00:00+02:00,343,4289,336,6798,98,3681,292,60.14
2017-09-22 12:00:00+02:00,348,4255,340,6808,95,4331,305,60.2
2017-09-22 13:00:00+02:00,357,4282,343,6790,97,4556,314,60.39
2017-09-22 14:00:00+02:00,354,4108,343,6779,96,4513,324,60.24
2017-09-22 15:00:00+02:00,356,4021,348,6708,91,4428,323,59.27
2017-09-22 16:00:00+02:00,358,3976,350,6599,93,4322,323,58.95
2017-09-22 17:00:00+02:00,362,4016,352,6505,96,3814,311,59.09
2017-09-22 18:00:00+02:00,358,4021,356,6428,94,2869,314,58.41
2017-09-22 19:00:00+02:00,365,4158,349,6411,95,1462,332,58.81
2017-09-22 20:00:00+02:00,365,4192,350,6328,96,813,311,61.2
2017-09-22 21:00:00+02:00,368,4240,364,6254,98,603,292,62.58
2017-09-22 22:00:00+02:00,361,4174,365,6101,97,491,289,59.33
2017-09-22 23:00:00+02:00,362,4036,349,6048,97,439,279,58.4
2017-09-23 00:00:00+02:00,360,3882,312,6064,97,290,302,57.23
2017-09-23 01:00:00+02:00,360,3905,303,6002,95,237,311,56.63
2017-09-23 02:00:00+02:00,362,3654,303,5985,95,121,313,56.06
2017-09-23 03:00:00+02:00,362,3296,298,5987,95,106,316,56.09
2017-09-23 04:00:00+02:00,361,3273,289,5989,94,81,312,55.33
2017-09-23 05:00:00+02:00,364,3251,278,5989,95,71,324,53.47
2017-09-23 06:00:00+02:00,367,3219,279,5990,96,71,328,54.56
2017-09-23 07:00:00+02:00,359,3334,286,5990,94,78,309,55.86
2017-09-23 08:00:00+02:00,341,3367,288,5991,98,207,267,56.85
2017-09-23 09:00:00+02:00,338,3439,289,5991,97,1021,265,58.54
2017-09-23 10:00:00+02:00,336,3527,289,5989,98,2581,252,57.71
2017-09-23 11:00:00+02:00,334,3427,287,5988,96,4065,249,57.12
2017-09-23 12:00:00+02:00,333,3397,282,5986,88,4593,248,56.94
2017-09-23 13:00:00+02:00,334,3349,278,5980,88,4869,245,57.02
2017-09-23 14:00:00+02:00,336,3314,277,5972,90,4896,236,57.18
2017-09-23 15:00:00+02:00,334,3119,276,5969,92,4803,231,51.83
2017-09-23 16:00:00+02:00,334,3059,271,5966,89,4658,233,51.52
2017-09-23 17:00:00+02:00,330,3112,272,5963,88,4184,230,52.96
2017-09-23 18:00:00+02:00,318,3240,275,5958,90,3225,234,54.44
2017-09-23 19:00:00+02:00,306,3432,276,5958,89,1665,236,58.79
2017-09-23 20:00:00+02:00,305,3660,281,5962,85,846,242,62.91
2017-09-23 21:00:00+02:00,307,3722,282,5966,85,664,244,65.18
2017-09-23 22:00:00+02:00,306,3724,279,5968,86,561,245,62.49
2017-09-23 23:00:00+02:00,306,3684,271,5969,85,455,243,59.81
2017-09-24 00:00:00+02:00,303,3578,265,5970,86,322,239,57.59
2017-09-24 01:00:00+02:00,305,3514,265,5976,83,198,233,55.86
2017-09-24 02:00:00+02:00,302,3422,265,5981,85,144,239,54.95
2017-09-24 03:00:00+02:00,302,3356,266,5983,84,143,232,54.72
2017-09-24 04:00:00+02:00,302,3315,264,5983,88,144,250,52.8
2017-09-24 05:00:00+02:00,300,3198,264,5983,87,145,250,51.3
2017-09-24 06:00:00+02:00,299,3239,267,5984,88,144,249,51.26
2017-09-24 07:00:00+02:00,300,3394,267,5984,87,115,248,51.89
2017-09-24 08:00:00+02:00,295,3289,268,5990,88,243,249,52.46
2017-09-24 09:00:00+02:00,299,3254,267,5989,90,1244,248,55.86
2017-09-24 10:00:00+02:00,309,3346,267,5987,87,3069,240,55.8
2017-09-24 11:00:00+02:00,298,3235,266,5986,89,4550,246,54.93
2017-09-24 12:00:00+02:00,299,3230,266,5984,89,4978,264,55.18
2017-09-24 13:00:00+02:00,301,3257,265,5977,88,5107,264,56.91
2017-09-24 14:00:00+02:00,295,3198,265,5968,88,5103,269,56.95
2017-09-24 15:00:00+02:00,294,3265,264,5964,88,4972,269,54.41
2017-09-24 16:00:00+02:00,296,3002,263,5960,88,4700,276,51.99
2017-09-24 17:00:00+02:00,297,3047,260,5959,88,4121,278,52.1
2017-09-24 18:00:00+02:00,298,3311,261,5952,88,3143,273,52.89
2017-09-24 19:00:00+02:00,299,3650,262,5953,89,1534,275,58.38
2017-09-24 20:00:00+02:00,304,4312,263,5960,87,766,279,62.85
2017-09-24 21:00:00+02:00,306,4581,266,5959,87,611,281,66.68
2017-09-24 22:00:00+02:00,305,4524,275,5961,85,535,286,64.75
2017-09-24 23:00:00+02:00,305,4299,278,5963,85,430,285,60.92
2017-09-25 00:00:00+02:00,298,4197,270,5967,85,314,275,58.33
2017-09-25 01:00:00+02:00,298,4178,268,5969,84,217,279,54.85
2017-09-25 02:00:00+02:00,312,3924,269,5970,83,126,276,51.18
2017-09-25 03:00:00+02:00,306,3755,270,5971,84,90,275,50.65
2017-09-25 04:00:00+02:00,309,3787,268,5975,84,90,274,50.36
2017-09-25 05:00:00+02:00,307,3879,270,5979,83,90,275,50.48
2017-09-25 06:00:00+02:00,308,4244,267,5978,84,74,274,54.48
2017-09-25 07:00:00+02:00,308,4666,291,5977,81,70,281,58.01
2017-09-25 08:00:00+02:00,310,4714,314,5979,85,216,282,60.62
2017-09-25 09:00:00+02:00,308,4762,325,5977,88,1233,268,62.01
2017-09-25 10:00:00+02:00,309,4729,326,5977,89,3127,266,60.6
2017-09-25 11:00:00+02:00,306,4731,333,5972,94,4532,260,61.06
2017-09-25 12:00:00+02:00,248,4737,326,5967,93,4978,239,62.77
2017-09-25 13:00:00+02:00,293,4546,323,5963,95,5047,261,62.97
2017-09-25 14:00:00+02:00,299,4441,332,5960,91,5019,264,59.92
2017-09-25 15:00:00+02:00,283,4365,336,5957,94,4913,267,59
2017-09-25 16:00:00+02:00,278,4346,334,5956,93,4641,268,58.67
2017-09-25 17:00:00+02:00,250,4404,333,5930,96,4079,272,57.53
2017-09-25 18:00:00+02:00,252,4386,337,5903,97,3230,274,57.05
2017-09-25 19:00:00+02:00,268,4538,340,5861,97,1706,264,59.34
2017-09-25 20:00:00+02:00,311,4965,334,5847,97,793,258,64.76
2017-09-25 21:00:00+02:00,323,4975,336,5844,96,622,260,65.56
2017-09-25 22:00:00+02:00,324,4723,345,5847,96,605,267,62.5
2017-09-25 23:00:00+02:00,324,4498,350,5843,93,558,265,59.17
2017-09-26 00:00:00+02:00,322,4348,339,5846,93,476,263,54.27
2017-09-26 01:00:00+02:00,322,4293,332,5849,92,402,254,53.14
2017-09-26 02:00:00+02:00,317,4342,323,5851,93,255,264,50.19
2017-09-26 03:00:00+02:00,317,4368,318,5852,93,211,272,49.15
2017-09-26 04:00:00+02:00,314,4554,324,5855,95,162,272,49.78
2017-09-26 05:00:00+02:00,317,4820,335,5862,94,132,280,50.54
2017-09-26 06:00:00+02:00,314,5016,337,5864,94,142,281,52.82
2017-09-26 07:00:00+02:00,313,5302,342,5863,92,150,281,56.8
2017-09-26 08:00:00+02:00,318,5315,343,5857,94,319,283,62.07
2017-09-26 09:00:00+02:00,323,5372,336,5853,78,1375,278,61.85
2017-09-26 10:00:00+02:00,329,5343,334,5849,81,3346,271,62.06
2017-09-26 11:00:00+02:00,321,5169,329,5849,78,4545,270,61.38
2017-09-26 12:00:00+02:00,320,5110,330,5848,82,4949,258,62.26
2017-09-26 13:00:00+02:00,312,5222,331,5845,88,5084,259,62.66
2017-09-26 14:00:00+02:00,306,5248,328,5846,88,5104,259,61.22
2017-09-26 15:00:00+02:00,302,5241,331,5847,90,4989,257,60.12
2017-09-26 16:00:00+02:00,309,5350,332,5847,90,4751,261,59.95
2017-09-26 17:00:00+02:00,308,5414,332,5849,89,4215,268,59.95
2017-09-26 18:00:00+02:00,332,5425,330,5851,89,3275,274,59.75
2017-09-26 19:00:00+02:00,339,5473,335,5850,92,1687,279,62.66
2017-09-26 20:00:00+02:00,341,5499,333,5853,94,860,279,66.31
2017-09-26 21:00:00+02:00,338,5462,335,5865,99,659,276,67.91
2017-09-26 22:00:00+02:00,333,5400,334,5877,94,651,278,61.96
2017-09-26 23:00:00+02:00,327,5343,335,5893,95,642,265,60.89
2017-09-27 00:00:00+02:00,331,5412,323,5923,94,558,263,61.36
2017-09-27 01:00:00+02:00,332,5486,314,5952,90,504,264,59.48
2017-09-27 02:00:00+02:00,331,5454,313,5968,90,373,263,57.41
2017-09-27 03:00:00+02:00,332,5272,314,5973,90,293,262,56.74
2017-09-27 04:00:00+02:00,332,5157,313,5977,92,195,265,54.95
2017-09-27 05:00:00+02:00,334,5147,327,5982,92,176,274,55.1
2017-09-27 06:00:00+02:00,334,5280,327,5983,87,164,286,58.11
2017-09-27 07:00:00+02:00,332,5404,332,5984,88,150,286,59.91
2017-09-27 08:00:00+02:00,332,5570,333,5987,88,267,285,63.7
2017-09-27 09:00:00+02:00,325,5554,336,5984,87,1023,280,61.94
2017-09-27 10:00:00+02:00,337,5551,322,5975,83,1820,277,61.52
2017-09-27 11:00:00+02:00,337,5537,328,5973,84,2381,265,62.05
2017-09-27 12:00:00+02:00,341,5505,337,5966,90,2696,262,63.03
2017-09-27 13:00:00+02:00,323,5508,340,5963,92,2801,274,63.12
2017-09-27 14:00:00+02:00,321,5468,339,5960,90,2788,279,62
2017-09-27 15:00:00+02:00,342,5512,338,5958,89,2448,274,60.96
